device_id,latitude,longitude
HRY_7688,24.264422699999997,120.6565419
LASS-PI_025,24.050689000000002,120.5523
FT1_394,24.147783,120.70862199999999
FT1_391,24.130994,120.66445300000001
FT1_092,23.668658999999998,120.17845600000001
FT1_777,24.092791000000002,120.88801200000002
NUK_518-1_inside,22.735424,120.286138
FT1_393,24.170593,120.70991599999999
FT1_123,24.688885,121.03918333
FT1_034,25.0956014,121.5146438
EXFO-999991,23.705523,120.547142
FT1_403,24.142931,120.658821
PERCY_603,25.025362,121.37103799999998
WF_198166,24.14983967,120.66515
FT1_Dounan_Outdoor,23.67225,120.476019
Howard222,24.948171,121.376746
FT1_399,24.00980833,120.60548333
NUK_RD5F_inside,22.734325,120.283864
WF_15847056,0.0,0.0
SSPS-Ameba,24.767096,120.99075800000001
FT1_005,23.84807833,120.28636999999999
FT1_CCUME_Factory202,23.561633999999998,120.479778
FT1_395,24.12407333,120.56674833
LASS-PI_014,25.08060833,121.57201333
FT1_Dounan_Indoor,23.667585,120.47541299999999
FT1_024,40.83837667,91.03262667
FT_SYPS1,22.68534167,120.49171167
FT1_398,24.12397333,120.63211833
NUK_H1-207_inside,22.735216,120.28146000000001
FT1_396,24.143369,120.72581299999999
FT1_001,25.04041667,121.61501667
CiXin001,24.68214333,121.75785333
FT2_0188,24.79655,121.17431
FT2_0074,22.605974,120.315503
FT2_0130,24.9845,121.5185
FT2_0060,24.9622,121.2248
FT2_0036,24.092882,120.887993
FT2_0127,24.810861,120.98181299999999
FT2_0114,24.987672,121.28569399999999
FT2_0029,24.9865,121.51799999999999
FT2_70,25.0401,121.6152
FT2_0118,-31.005882,24.796937
FT2_0033,24.7862,120.9867
FT2_0003,25.0358231,121.50518899999999
FT2_0012,24.142874,120.65871499999999
FT2_0056,25.0673012,121.48493700000002
FT2_0069,24.952129,121.02883100000001
FT2_0048,25.071955,121.518555
FT2_0084,25.747579,121.74606000000001
FT2_0106,25.0524935,121.61643899999999
FT2_0081,25.113278,121.51281000000002
FT2_0125,25.046856,121.444864
FT2_0021,24.801586899999997,120.986483
FT2_RICK,24.986276699999998,121.28777
FT2_0139,23.559385,120.422416
FT2_0065,25.745383,123.475101
FT2_0107,24.997294,121.50883700000001
FT2_0028,25.0778847,121.37093700000001
FT2_0041,24.9704,121.1924
FT2_0004,23.705523,120.547142
FT2_0058,25.745383,123.475101
FT2_0113,24.975179999999998,121.53938000000001
FT2_0090,24.1765,120.6405
FT2_0045,25.071947,121.518476
FT2_0034,25.071937,121.518561
FT2_0115,25.00624,121.56055
FT2_0120,23.556675,120.439516
28C2DDDD47CC,25.053,121.535
74DA3895C398,24.066999999999997,120.70100000000001
74DA3895C2A2,24.165,120.573
74DA3895DFC8,24.03,120.678
74DA38A8692C,34.986,127.839
28C2DDDD4534,25.084,121.507
74DA38A86938,35.169000000000004,128.05700000000002
74DA3895C3AC,24.304000000000002,120.71700000000001
74DA388FF65A,23.495,120.455
28C2DDDD47CE,25.064,121.51299999999999
28C2DDDD457A,25.013,121.552
74DA3895DFB4,24.070999999999998,120.64299999999999
28C2DDDD47CB,23.487,120.427
28C2DDDD479F,22.961,120.323
28C2DDDD47C0,22.61,120.31700000000001
74DA3895C2E4,24.168000000000003,120.662
74DA3895E076,24.018,120.695
28C2DDDD46F1,25.045,121.446
74DA3895DFBE,-37.888000000000005,144.998
74DA3895C38C,24.314,120.719
74DA388FF3B4,36.576,136.619
74DA3895C416,25.04,121.613
74DA3895C21E,24.191,120.61200000000001
74DA3895C2F8,24.12,120.734
28C2DDDD40F0,25.061999999999998,121.45100000000001
74DA3895C54C,24.179000000000002,120.61399999999999
74DA3895C394,24.302,120.72
74DA3895C2F2,24.299,120.57700000000001
74DA3895C230,24.147,120.63799999999999
28C2DDDD431C,37.46,126.948
28C2DDDD47D7,25.046999999999997,121.29700000000001
28C2DDDD43FC,25.031,121.56299999999999
74DA3895C55E,24.115,120.65700000000001
74DA3895C2C4,24.19,120.61399999999999
28C2DDDD3FE7,35.705999999999996,139.903
74DA388FF42E,24.153000000000002,120.65700000000001
74DA388FF744,35.174,128.55700000000002
74DA3895C40A,24.406999999999996,120.64200000000001
28C2DDDD47CF,14.635,121.07700000000001
28C2DDDD4566,25.038,121.585
74DA3895C2D4,23.717,120.546
74DA3895C3AE,24.175,120.617
28C2DDDD458F,25.035999999999998,121.53200000000001
28C2DDDD415F,22.996,120.22200000000001
28C2DDDD4378,25.055999999999997,121.56200000000001
28C2DDDD4394,25.046999999999997,121.57
74DA3895C2FE,39.171,-86.47399999999999
74DA3895DFD0,24.108,120.632
28C2DDDD45AA,25.061999999999998,121.45100000000001
74DA38A86948,35.273,128.457
74DA38A86914,35.449,129.07399999999998
74DA3895C346,29.699,-82.404
28C2DDDD4599,25.031,121.493
28C2DDDD457D,25.03,121.51799999999999
74DA3895E06E,24.308000000000003,120.708
74DA38AF486C,24.143,120.666
28C2DDDD441E,25.155,121.50299999999999
74DA388FF49E,25.019000000000002,121.538
74DA3895C318,24.134,120.72399999999999
28C2DDDD450C,25.052,121.56299999999999
28C2DDDD47AD,23.471,120.431
74DA38AF4808,24.141,120.639
74DA3895C40E,24.173000000000002,120.696
74DA3895DFAA,24.122,120.499
74DA388FF3D0,25.037,121.499
28C2DDDD41FA,25.055999999999997,121.552
74DA3895C2DC,37.54,127.073
28C2DDDD457E,25.061,121.516
74DA38AF488A,24.136,120.656
74DA388FF4CA,25.018,121.536
74DA3895C3CA,24.14,120.656
74DA3895DFA2,23.343000000000004,121.456
28C2DDDD4244,25.12,121.52799999999999
74DA3895C212,24.127,120.61399999999999
74DA3895C3DC,24.153000000000002,120.631
74DA3895C320,24.19,120.619
74DA38A86952,35.219,128.579
74DA3895C590,24.252,120.73899999999999
74DA38A86934,34.897,128.69299999999998
74DA3895E0B0,24.143,120.613
74DA388FF502,25.061999999999998,121.45100000000001
74DA3895E074,23.963,120.568
74DA3895E0A4,24.156,120.568
74DA3895DFCC,24.090999999999998,120.68799999999999
74DA3895DFB0,22.879,121.214
28C2DDDD456A,25.035,121.551
74DA38A8691A,35.375,129.028
28C2DDDD4360,25.08,121.522
74DA3895C292,24.143,120.655
74DA38AF4880,22.643,120.309
74DA3895C3E2,24.141,120.65700000000001
28C2DDDD40E8,25.053,121.51299999999999
28C2DDDD40E0,1.28,103.81700000000001
74DA3895C372,22.662,120.49
28C2DDDD4519,24.78,120.995
74DA38AF481E,24.162,120.656
28C2DDDD47C5,22.673000000000002,121.471
74DA3895C1FA,24.188000000000002,120.595
74DA3895C218,24.136,120.665
28C2DDDD433C,25.094,121.545
74DA3895C2F4,25.033,121.554
28C2DDDD479E,24.988000000000003,121.556
74DA3895C3EA,24.018,120.656
74DA3895C524,24.116999999999997,120.663
74DA3895E070,24.113000000000003,120.62200000000001
74DA38AF48A4,23.791999999999998,120.465
74DA3895C362,24.288,120.723
28C2DDDD451B,25.005,121.587
74DA3895C314,24.214000000000002,120.631
28C2DDDD4568,25.064,121.516
74DA388FF4BC,25.061999999999998,121.45100000000001
74DA3895C56C,24.119,120.67
28C2DDDD41EB,25.119,121.505
74DA38A8691E,35.449,129.075
74DA388FF42A,25.011,121.536
74DA3895C222,24.184,120.602
28C2DDDD4781,23.483,120.443
74DA38A86942,35.144,128.55700000000002
74DA388FF3AE,25.017,121.54
28C2DDDD4363,25.05,121.443
74DA38A86926,35.146,128.55700000000002
28C2DDDD47C6,25.019000000000002,121.53200000000001
74DA3895DFB2,22.669,120.3
74DA38AF4896,25.081999999999997,121.551
28C2DDDD436F,25.023000000000003,121.49799999999999
74DA3895C312,24.186999999999998,120.595
74DA3895C33A,24.596,121.835
74DA3895C3F0,24.125999999999998,120.512
28C2DDDD4333,25.008000000000003,121.516
28C2DDDD4342,25.028000000000002,121.556
74DA3895C308,24.063000000000002,120.53299999999999
28C2DDDD4237,34.891,128.69
74DA3895C324,24.226,120.58200000000001
28C2DDDD47DB,25.002,121.55
28C2DDDD459A,25.098000000000003,121.53
28C2DDDD457B,23.487,120.454
28C2DDDD40FD,25.039,121.62100000000001
28C2DDDD4413,25.063000000000002,121.52600000000001
74DA38AF4884,24.093000000000004,120.546
74DA38A8695A,34.897,128.69299999999998
74DA3895C406,25.015,121.431
74DA3895C368,24.057,120.697
74DA388FF498,25.018,121.536
28C2DDDD45E2,23.468000000000004,120.45299999999999
74DA3895C32A,25.011999999999997,121.51899999999999
28C2DDDD4404,25.002,121.551
74DA38A86902,35.449,129.07399999999998
28C2DDDD4575,25.061999999999998,121.45100000000001
74DA3895DFC4,24.180999999999997,120.613
28C2DDDD4344,25.086,121.51799999999999
74DA388FF43C,25.019000000000002,121.538
74DA38A86932,34.985,127.824
28C2DDDD45FC,25.08,121.571
28C2DDDD4003,25.08,121.58
74DA3895C440,22.674,120.478
74DA3895C572,24.25,120.67299999999999
28C2DDDD4140,1.306,103.92
74DA3895C354,24.627,121.794
28C2DDDD4524,24.8,120.992
74DA3895C2C0,24.148000000000003,120.67
74DA38A86950,34.971,127.795
74DA3895E078,24.085,120.55799999999999
28C2DDDD4598,25.061,121.51
28C2DDDD47D6,24.461,118.45200000000001
74DA3895C38A,24.122,120.735
28C2DDDD47A2,10.975,106.669
74DA3895C576,24.164,120.715
74DA3895E0E2,24.305,120.713
74DA38A8693C,35.297,127.955
74DA3895C466,24.173000000000002,120.652
28C2DDDD4790,25.086,121.56
74DA3895C54A,23.933000000000003,120.669
74DA3895C30C,24.162,120.723
74DA3895E0AE,23.879,120.36200000000001
28C2DDDD4321,25.070999999999998,121.62899999999999
28C2DDDD4352,37.471,127.039
28C2DDDD4246,25.125999999999998,121.507
74DA38A86920,35.205999999999996,128.114
74DA38A8693A,34.985,127.824
74DA3895C39A,24.145,120.725
28C2DDDD45A1,25.105,121.48200000000001
74DA3895E0AC,24.215999999999998,120.65100000000001
74DA3895C2F0,24.785999999999998,120.99700000000001
74DA3895C418,24.215,120.705
28C2DDDD434D,25.066999999999997,121.611
74DA3895C3B8,24.136999999999997,120.65799999999999
74DA3895C3E8,24.154,120.65
28C2DDDD4539,25.11,121.536
28C2DDDD47A8,25.04,121.61399999999999
74DA3895C2B6,24.394000000000002,120.603
28C2DDDD47BC,24.179000000000002,120.601
74DA3895C332,25.070999999999998,121.36399999999999
74DA3895C3BE,24.107,120.62100000000001
74DA3895E0A8,24.184,120.613
28C2DDDD47E7,24.795,120.99600000000001
74DA388FF65C,23.553,120.46799999999999
74DA3895C35E,24.308000000000003,120.715
74DA3895C39E,23.046,120.21700000000001
28C2DDDD456C,25.055999999999997,121.516
74DA38A86908,35.238,128.545
28C2DDDD4233,25.04,121.52
74DA38A86916,35.297,127.955
74DA3895C55C,24.174,120.57799999999999
74DA3895DFC6,24.151,120.67399999999999
28C2DDDD41B2,25.073,121.536
28C2DDDD4305,25.063000000000002,121.541
74DA3895C446,21.004,105.84700000000001
74DA3895C596,24.131,120.64399999999999
74DA3895C41A,24.154,120.648
74DA3895C31E,24.156,120.637
74DA3895C30A,24.225,120.714
74DA388FF534,50.938,-114.084
74DA3895DFCA,23.447,120.477
74DA38A86910,35.501999999999995,128.752
28C2DDDD4559,25.029,121.557
28C2DDDD42F7,24.998,121.539
28C2DDDD4229,25.115,121.512
74DA388FF5BC,33.588,130.423
74DA388FF3A4,25.015,121.542
28C2DDDD4239,25.134,121.49600000000001
28C2DDDD3FFA,25.039,121.62100000000001
74DA3895E0BE,24.125,120.671
74DA3895C5B4,24.112,120.667
74DA38AF4876,25.019000000000002,121.291
74DA3895C344,14.077,100.613
74DA3895C55A,24.308000000000003,120.704
74DA3895C3EC,24.109,120.68799999999999
